CAI Type,Entity name,Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Explanation,Broadband Need,Broadband Availability
H,GOOD SAMARITAN SOCIETY - HAYS,,175322,,1022030087,2700 CANAL BLVD,HAYS,KS,67601,-99.33336215,38.88607227,,1000,1000
F,HAYS ORTHOPEDIC CLINIC,,,,1022029341,2500 Canterbury Drive,Hays,KS,67601,-99.29224004,38.88220289,,1000,
H,HANGER PROSTHETICS & ORTHOTICS INC,,20228079,,1022029341,2500 CANTERBURY DR,HAYS,KS,67601,-99.29224004,38.88220289,,1000,
H,HAYS MEDICAL CENTER INC,,1417624412,,1022029341,2500 CANTERBURY DR,HAYS,KS,67601,-99.29224004,38.88220289,,1000,
F,HMC - MEDICAL SPECIALISTS,,,,1022029336,2214 CANTERBURY DRIVE,Hays,KS,67601,-99.29613943,38.88061063,,1000,
H,EYE SPECIALISTS ASSOCIATED PA,,20287761,,1022029336,2214 CANTERBURY DR,HAYS,KS,67601,-99.29613943,38.88061063,,1000,
H,"EYE SPECIALISTS ASSOCIATED, PA",,1285603381,,1022029336,2214 CANTERBURY DR,HAYS,KS,67601,-99.29613943,38.88061063,,1000,
H,HAYS MEDICAL CENTER INC,,1407480734,,1022029336,2214 CANTERBURY DR,HAYS,KS,67601,-99.29613943,38.88061063,,1000,
F,ELLIS COUNTY SHERIFFS OFFICE,,,,1022029324,105 W 12th St,Hays,KS,67601,-99.33056781,38.87350754,,1000,
F,HAYS POLICE DEPT,,,,1022029324,105 W 12th St,Hays,KS,67601,-99.33056781,38.87350754,,1000,
F,HAYS POLICE DEPT-CRIME ALERT,,,,1022029324,105 W 12th St,Hays,KS,67601,-99.33056781,38.87350754,,1000,
F,HAYS POLICE DEPT-RECORDS,,,,1022029324,105 W 12th St,Hays,KS,67601,-99.33056781,38.87350754,,1000,
F,HAYS FIRE DEPARTMENT,,,,1022028990,1507 Main ST,Hays,KS,67601,-99.32839065,38.87598116,,1000,
S,LINCOLN ELEM,77794,,2399028874,1022028955,1906 Ash,Hays,KS,67601,-99.32866762,38.87997718,,1000,
F,HOMESTEAD OF HAYS,,,,1022028363,2929 STERNBERG DR,Hays,KS,67601,-99.30170699,38.88943051,,1000,1000
S,THOMAS MORE PREP-MARIAN HIGH,77968,,,1022027555,1701 HALL ST,HAYS,KS,67601,-99.3394897,38.88142733,,1000,
F,HAYS FAMILY PRACTICE/FHSU FAMILY HEALTH CARE CENTE,,,,1022026735,2509 CANTERBURY RD,Hays,KS,67601,-99.29991771,38.8833209,,1000,
F,HMC PEDIATRIC CENTER,,,,1022026735,2509 CANTERBURY DRIVE,Hays,KS,67601,-99.29991771,38.8833209,,1000,
H,HAYS MEDICAL CENTER INC,,1013087196,,1022026735,2509 CANTERBURY DR,HAYS,KS,67601,-99.29991771,38.8833209,,1000,
F,ELLIS COUNTY HEALTH DEPARTMENT,,,,1022026725,2507 Canterbury Drive,Hays,KS,67601,-99.30040686,38.88266083,,1000,1000
H,STECKLEIN ENTERPRISES LLC,,20182881,,1022026720,2505 CANTERBURY DR,HAYS,KS,67601,-99.29973979,38.88267683,,1000,
H,DILLON PHARMACY,,20160399,,1022026355,1902 VINE ST,HAYS,KS,67601,-99.31637349,38.87548873,,1000,1000
H,GOOD SAM SOCIETY HOME HEALTH OF CENTRAL KS,,178064,,1022026064,2703 HALL ST,HAYS,KS,67601,-99.33727354,38.88646821,,1000,1000
H,PROFESSIONAL HOME HEALTH SERVICES,,177212,,1022025546,1307 LAWRENCE DR,HAYS,KS,67601,-99.3078015,38.87174774,,1000,1000
H,SERENITY PSYCHOLOGICAL SERVICES AND CONSULTING LLC,,1144361015,,1022025068,1010 DOWNING AVE,HAYS,KS,67601,-99.31654047,38.88001867,,1000,1000
C,FORT HAYS POST,,,,1022025066,2106 Vine St,Hays,KS,67601,-99.31744556,38.87803747,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
F,ELLIS COUNTY FIRE DEPARTMENT,,,,1022025061,1105 E 22nd ST,Hays,KS,67601,-99.31575139,38.87886245,,1000,1000
F,HAYS COMMUNICATION CENTER/ELLIS COUNTY 911,,,,1022025061,1105 E 22nd St,Hays,KS,67601,-99.31575139,38.87886245,,1000,1000
F,KNOLL CLINIC,,,,1022025047,1100 East 22nd Street,Hays,KS,67601,-99.31643446,38.87788735,,1000,1000
H,KNOLL CLINIC LLC,,1043224603,,1022025047,1100 E 22ND ST,HAYS,KS,67601,-99.31643446,38.87788735,,1000,1000
H,WALGREENS #6285,,19946763,,1022025022,2600 VINE ST,HAYS,KS,67601,-99.31715653,38.88493706,,1000,1000
H,LINCARE INC,,20191863,,1022024965,1106 E 27TH ST,HAYS,KS,67601,-99.31498421,38.88506817,,1000,1000
H,WAL-MART STORES INC 10-0664,,20037753,,1022024772,4301 N VINE ST,HAYS,KS,67601,-99.32124594,38.9033079,,1000,1000
H,MEDICAL IMAGING ASSOCIATES OF IDAHO FALLS INC,,1124013297,,1022024693,3315 THUNDERBIRD DR,HAYS,KS,67601,-99.34511233,38.89587715,,1000,1000
H,ST LUKES CLINIC LLC,,1164630117,,1022024693,3315 THUNDERBIRD DR,HAYS,KS,67601,-99.34511233,38.89587715,,1000,1000
H,VISION SOURCE OF HAYS,,19932711,,1022024546,2203 CANTERBURY DR,HAYS,KS,67601,-99.29998471,38.87863243,,1000,
H,FIRST CARE CLINIC INC,,1114225463,,1022024515,1923 E 22ND ST,HAYS,KS,67601,-99.30075689,38.87861743,,1000,1000
F,VIA CHRISTI VILLAGE - HAYS,,,,1022024465,2225 CANTERBURY,Hays,KS,67601,-99.2998787,38.88003767,,1000,1000
H,VIA CHRISTI VILLAGE - HAYS INC,,175498,,1022024465,2225 CANTERBURY DR,HAYS,KS,67601,-99.2998787,38.88003767,,1000,1000
C,KANSASWORKS HAYS,,,,1022024456,332 East 8th St,Hays,KS,67601,-99.32712853,38.86851042,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
S,HAYS HIGH,77973,,2399007855,1022023571,2300 E 13th,Hays,KS,67601,-99.29515637,38.8691771,,1000,
P,HAYS HOUSING AUTHORITY,,,,1022023556,1709 SUNSET Trail,HAYS,KS,67601,-99.30626244,38.86988255,,1000,1000
H,EYESMILE VISION LLC,,20013381,,1022023088,1300 MAIN ST,HAYS,KS,67601,-99.32901272,38.87372194,,1000,1000
L,HAYS PUBLIC LIBRARY,138072,,2399001269,1022023039,1205 Main Street,Hays,KS,67601,-99.33003486,38.87307759,,1000,
G,ELLIS COUNTY CLERK,,,,1022022791,718 Main St,Hays,KS,67601,-99.33130695,38.87023669,,1000,
S,HAYS MARANATHA CHRISTIAN SCHOOL,,,,1022022418,1410 TOULON AVE,HAYS,KS,67601,-99.24299505,38.8871909,,1000,
H,KOERNER CHIROPRACTIC PA,,1326698366,,1022022178,2707 VINE ST,HAYS,KS,67601,-99.31959077,38.88605727,,1000,
G,GILLILAND BUILDING,,,,1021971152,324 NEW YORK AVE,HOLTON,KS,66436,-95.7358403,39.46244281,,1000,1000
S,Kansas State University,,,,1021971139,114 W 5th St,Holton,KS,66436,-95.73550137,39.46515718,,1000,1000
H,"KANZA MENTAL HEALTH AND GUIDANCE CENTER, INC.",,1265631527,,1021971113,510 KANSAS AVE,HOLTON,KS,66436,-95.74015183,39.4653081,,1000,1000
F,JACKSON COUNTY SHERIFFS OFFICE,,,,1021971084,210 US-75,Holton,KS,66436,-95.74702856,39.4611203,,1000,
H,HOME TOWN HEALTH CARE,,178068,,1021971046,129 WEST 4TH STREET,HOLTON,KS,66436,-95.73600642,39.46318098,,1000,1000
H,GALLAGHER EYE CARE OF HOLTON,,1184724296,,1021971037,121 W 4TH ST,HOLTON,KS,66436,-95.73571239,39.46315198,,1000,1000
F,HOLTON FAMILY HEALTH CLINIC,,,,1021967502,1603 W 4TH STREET,Holton,KS,66436,-95.75613447,39.46242143,,1000,
H,WALMART PHARMACY 10-0378,,20038053,,1021967284,427 S. ARIZONA AVE,HOLTON,KS,66436,-95.75068488,39.4563322,,1000,1000
S,HOLTON ELEMENTARY SCHOOL,17001721,,2399029061,1021967275,812 W. 5th. St.,Holton,KS,66436,-95.74574539,39.46577114,,1000,1000
F,FAMILY PRACTICE ASSOCIATES HOYT CLINIC,,,,1021967257,117 W 3rd St,Hoyt,KS,66440,-95.70991271,39.2473913,,1000,1000
P,HOLTON HOUSING AUTHORITY,,,,1021966992,100 Southern Heights,Holton,KS,66436,-95.74308412,39.45957252,,1000,1000
S,ROYAL VALLEY HIGH,76969,,2399030482,1021966689,101 E 1st,Hoyt,KS,66440,-95.70555631,39.24492168,,1000,
S,HOLTON HIGH,76960,,2399029061,1021966446,901 New York,Holton,KS,66436,-95.73704556,39.47084727,,1000,
F,DELIA RURAL FIRE DISTRICT #5,,,,1021966148,418 Washington AVE,Delia,KS,66418,-95.9668514,39.24057262,,1000,
F,KANSAS PLACE,,,,1021966103,602 KANSAS,Holton,KS,66436,-95.74019583,39.46654622,,1000,1000
F,MAYETTA RURAL FIRE DISTRICT # 1,,,,1021966020,201 E Jones,Mayetta,KS,66509,-95.72257307,39.33900257,,1000,1000
F,HOLTON COMMUNITY HOSPITAL,,,,1021965743,1110 COLUMBINE DR,Holton,KS,66436,-95.75164598,39.48004167,,1000,
F,HOLTON COMMUNITY HOSPITAL - HOSPICE,,,,1021965743,1110 COLUMBINE DRIVE,Holton,KS,66436,-95.75164598,39.48004167,,1000,
H,HOLTON COMMUNITY HOSPITAL,,171319,,1021965743,1110 COLUMBINE DRIVE,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
H,HOLTON COMMUNITY HOSP HOME HEALTH & HOSPICE AGENCY,,171544,,1021965743,1110 COLUMBINE DR,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
H,TOPEKA PHYSICIAN GROUP LLC,,1023299849,,1021965743,1110 COLUMBINE DR,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
H,EVIZZIT OF IOWA PSYCHIATRY PC,,1083632269,,1021965743,1110 COLUMBINE DR,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
H,RADIOLOGY AND NUCLEAR MEDICINE LLC,,1104855501,,1021965743,1110 COLUMBINE DR,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
H,RURAL HEALTH RESOURCES OF JACKSON CO INC,,1346988227,,1021965743,1110 COLUMBINE DR,HOLTON,KS,66436,-95.75164598,39.48004167,,1000,
F,HOLTON CITY POLICE,,,,1021965709,301 W 4th St,Holton,KS,66436,-95.73810167,39.46307759,,1000,
F,HOLTON VOLUNTEER FIRE DEPARTMENT,,,,1021965709,301 W 4TH ST,Holton,KS,66436,-95.73810167,39.46307759,,1000,
F,HOYT FIRE DISTRICT #3,,,,1021965599,202 E 4th ST,Hoyt,KS,66440,-95.70423924,39.24926059,,1000,
G,PRAIRIE BAND POTAWATOMI NATION TRANSPORTATION OFFICE,,,,1021965458,15185 K Rd,Mayetta,KS,66509,-95.85104592,39.31992156,,1000,150
G,PRAIRIE BAND POTAWATOMI NATION ROAD & BRIDGES,,,,1021965452,14880 K Rd,Mayetta,KS,66509,-95.84360118,39.31681125,,1000,150
S,ROYAL VALLEY MIDDLE SCHOOL,77013,,2399030482,1021965387,204 S 4th,Mayetta,KS,66509,-95.71938979,39.33584177,,1000,
F,POTAWATOMI TRIBAL POLICE DEPARTMENT-PRAIRIE BAND,,,,1021965238,16344 Q Rd,Mayetta,KS,66509,-95.73765158,39.34241881,,1000,1000
G,PRAIRIE BAND POTAWATOMI NATION MOTOR VEHICLES,,,,1021965238,16344 Q Road,Mayetta,KS,66509,-95.73765158,39.34241881,,1000,1000
G,PRAIRIE BAND POTAWATOMI NATION POLICE DEPARTMENT,,,,1021965238,16344 Q Road,Mayetta,KS,66509,-95.73765158,39.34241881,,1000,1000
C,HOLTON MEMORIAL POST,,,,1021965235,926 W 6th St,Holton,KS,66436,-95.74734055,39.46657822,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,1000
F,THE PINES SOUTH,,,,1021965145,14005 214TH ROAD,Holton,KS,66436,-95.70907372,39.43276284,,1000,150
G,PRAIRIE BAND POTAWATOMI NATION ADMINISTRATIVE SERVICES,,,,1021964864,16281 Q Rd,Mayetta,KS,66509,-95.73933475,39.3413917,,1000,1000
G,PRAIRIE BAND POTAWATOMI NATION SOCIAL SERVICES,,,,1021964616,11400 158th Rd,Mayetta,KS,66509,-95.77017883,39.33398796,,1000,150
H,PRAIRIE BAND POTAWATOMI NATION,,1245591031,,1021964616,11400 158TH RD,MAYETTA,KS,66509,-95.77017883,39.33398796,,1000,150
F,PENNSYLVANIA PLACE,,,,1021964525,925 PENNSYLVANIA AVE,Holton,KS,66436,-95.73508932,39.47144171,,1000,1000
F,MEDICALODGES JACKSON COUNTY,,,,1021964372,1121 W 7TH ST,Holton,KS,66436,-95.75004582,39.46786135,,1000,1000
H,MEDICALODGES JACKSON COUNTY,,175435,,1021964372,1121 W 7TH STREET,HOLTON,KS,66436,-95.75004582,39.46786135,,1000,1000
C,KANSAS COMMUNITY CORRECTIONS OFFICES (2ND JUDICIAL DISTRICT COMMUNITY CORRECTIONS),,,,1021963816,400 New York Ave,Holton,KS,66436,-95.73552331,39.4641416,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
G,JACKSON COUNTY COURTHOUSE,,,,1021963816,400 New York Ave,Holton,KS,66436,-95.73552331,39.4641416,,1000,
F,NETAWAKA RURAL FIRE DISTRICT #6,,,,1021963665,333 White Way ST,Netawaka,KS,66516,-95.71825664,39.60223789,,1000,1000
F,VINTAGE PARK - HOLTON,,,,1021963618,410 Juniper Drive,Holton,KS,66436,-95.73929574,39.45645021,,1000,1000
F,THE PINES OF HOLTON,,,,1021963504,725 IOWA,Holton,KS,66436,-95.73952877,39.46872644,,1000,1000
S,HOLTON MIDDLE,76961,,2399029061,1021963463,900 Iowa Street,Holton,KS,66436,-95.73899065,39.47087727,,1000,
C,NORTHEAST KANSAS COMMUNITY ACTION PROGRAM (HOLTON),,,,1021963435,130 South Iowa,Holton,KS,66436,-95.73803466,39.45823101,See response to 1.3.1 Text Box in Initial Proposal - Volume 1,1000,
F,MUDDY CREEK FAMILY CLINIC LLC,,,,1021963078,200 White Way Street,Netawaka,KS,66516,-95.71649046,39.60122179,,1000,1000
H,COTTON O'NEIL CLINIC REVOCABLE TRUST,,1235420548,,1021963078,200 WHITE WAY ST,NETAWAKA,KS,66516,-95.71649046,39.60122179,,1000,1000
F,CIRCLEVILLE POLICE DEPT,,,,1021963073,201 Mill St,Circleville,KS,66416,-95.86040686,39.50718638,,1000,
S,JACKSON HEIGHTS VIRTUAL SCHOOL,,,2399014990,1021962551,12692 266th Rd.,Holton,KS,66436,-95.74066782,39.52606189,,1000,
S,JACKSON HEIGHTS HIGH SCHOOL AND MIDDLE SCHOOL,76965,,2399014990,1021962551,12692 266th Road,Holton,KS,66436,-95.74066782,39.52606189,,1000,
L,BECK BOOKMAN LIBRARY,137641,,2399024048,1021961589,420 W 4th St,Holton,KS,66436,-95.74009582,39.46368093,,1000,1000
F,WHITING TOWNSHIP FIRE DEPARTMENT,,,,1021961416,234 Whiting ST,Whiting,KS,66552,-95.61210603,39.58903057,,1000,
S,ASHLAND HIGH,78086,,2399013184,1014741576,311 J.E. Humphreys St.,Ashland,KS,67831,-99.7754233,37.19403169,,1000,
S,ASHLAND JUNIOR HIGH SCHOOL,188299,,2399013184,1014741576,311 J.E. Humphreys St.,Ashland,KS,67831,-99.7754233,37.19403169,,1000,
F,MINNEOLA DISTRICT HOSPITAL,,,,1014741422,212 MAIN,Minneola,KS,67865,-100.012862,37.44161835,,1000,
F,MINNEOLA DISTRICT HOSPITAL LTCU,,,,1014741422,207 CHESTNUT,Minneola,KS,67865,-100.012862,37.44161835,,1000,
H,MINNEOLA DISTRICT HOSPITAL LTCU,,,,1014741422, 212 S Main St,MINNEOLA,KS,67865,-100.012862,37.44161835,,1000,
H,MINNEOLA DISTRICT HOSPITAL,,171368,,1014741422,212 MAIN,MINNEOLA,KS,67865,-100.012862,37.44161835,,1000,
H,MINNEOLA DISTRICT HOSPITAL NBR 2,,1174198741,,1014741422,222 MAIN ST,MINNEOLA,KS,67865,-100.012862,37.44161835,,1000,
H,MINNEOLA DISTRICT HOSPITAL NBR 2,,1346205929,,1014741422,212 MAIN ST,MINNEOLA,KS,67865,-100.012862,37.44161835,,1000,
S,MINNEOLA ELEM,78150,,2399013839,1014741186,109 E Locust St,Minneola,KS,67865,-100.0127671,37.43878744,,1000,1000
S,MINNEOLA HIGH,78151,,2399013839,1014741186,111 E Locust St,Minneola,KS,67865,-100.0127671,37.43878744,,1000,1000
F,ASHLAND RURAL FIRE DEPARTMENT,,,,1014741072,615 W 4th AVE,Ashland,KS,67831,-99.77503432,37.1923978,,1000,
L,ASHLAND CITY LIBRARY,138153,,2399004019,1014741041,604 Main,Ashland,KS,67831,-99.76538435,37.1903986,,1000,1000
F,ASHLAND HEALTH CENTER,,,,1014740807,625 Kentucky St,Ashland,KS,67831,-99.77993471,37.19020769,,1000,1000
H,ASHLAND HEALTH CENTER,,171304,,1014740807,625 SOUTH KENTUCKY,ASHLAND,KS,67831,-99.77993471,37.19020769,,1000,1000
H,ASHLAND DISTRICT HOSPITAL,,1053704361,,1014740807,625 KENTUCKY ST,ASHLAND,KS,67831,-99.77993471,37.19020769,,1000,1000
S,Kansas State University,,,,1014740687,913 Highland,Ashland,KS,67831,-99.76751257,37.18701137,,1000,1000
F,ASHLAND POLICE DEPT,,,,1014740603,221 W 9th Ave,Ashland,KS,67831,-99.76807866,37.1871719,,1000,
F,CLARK COUNTY SHERIFF'S OFFICE,,,,1014740603,221 W 9th Ave,Ashland,KS,67831,-99.76807866,37.1871719,,1000,
S,ASHLAND ELEM,78085,,2399013184,1014740414,210 W 7th,Ashland,KS,67831,-99.76768952,37.18991718,,1000,
F,LAKIN FIRE DEPARTMENT,,,,1014217387,100 S Main St,Lakin,KS,67860,-101.2543173,37.94055662,,1000,1000
F,DEERFIELD CLINIC - FAMILY HEALTH CENTER,,,,1014217384,521 Main Street,Deerfield,KS,67838,-101.1334952,37.9793805,,1000,1000
S,LAKIN MIDDLE,78141,,2399013293,1014214715,1201 W. Kingman,Lakin,KS,67860,-101.2666065,37.94108677,,1000,1000
F,FAMILY HEALTH CENTER,,,,1014214061,506 East Thorpe,Lakin,KS,67860,-101.2507959,37.94686025,,1000,1000
F,KEARNY COUNTY HOSPITAL,,,,1014214061,500 THORPE STREET,Lakin,KS,67860,-101.2507959,37.94686025,,1000,1000
F,KEARNY COUNTY HOSPITAL ASSISTED LIVING,,,,1014214061,607 Court Place,Lakin,KS,67860,-101.2507959,37.94686025,,1000,1000
F,KEARNY COUNTY HOSPITAL LTCU,,,,1014214061,607 COURT PL,Lakin,KS,67860,-101.2507959,37.94686025,,1000,1000
H,KEARNY COUNTY HOSPITAL LTCU,,,,1014214061,607 COURT PL,LAKIN,KS,67860,-101.2507959,37.94686025,,1000,1000
H,KEARNY COUNTY HOSPITAL,,171313,,1014214061,500 THORPE STREET,LAKIN,KS,67860,-101.2507959,37.94686025,,1000,1000
H,"HEALTH WATCH HEALTH CARE OF WEST KS, LLC",,178063,,1014214061,500 THORPE ST,LAKIN,KS,67860,-101.2507959,37.94686025,,1000,1000
H,KEARNY COUNTY HOSPITAL,,1235236258,,1014214061,506 E THORPE ST,LAKIN,KS,67860,-101.2507959,37.94686025,,1000,1000
S,LAKIN ELEM,78142,,2399013293,1014213660,407 N Main,Lakin,KS,67860,-101.2574346,37.94310198,,1000,1000
S,DEERFIELD HIGH,78093,,2399009669,1014213257,803 Beech Street,Deerfield,KS,67838,-101.1372845,37.98114878,,1000,1000
S,DEERFIELD MIDDLE SCHOOL,78094,,2399009669,1014213257,803 Beech Street,Deerfield,KS,67838,-101.1372845,37.98114878,,1000,1000
S,DEERFIELD ELEM,78092,,2399049933,1014213257,803 Beech Street,Deerfield,KS,67838,-101.1372845,37.98114878,,1000,1000
S,Kansas State University,,,,1014213235,100 E Prairie Ave,Lakin,KS,67860,-101.2566675,37.94328799,,1000,500
F,PIONEER HOME LLC,,,,1014213045,111 W RAILROAD AVE,Lakin,KS,67860,-101.2550233,37.9393315,,1000,1000
G,City of Lewis,,,,1012205465,218 S Main St,Lewis,KS,67552,-99.25405122,37.93787235,,1000,1000
S,Kansas State University,,,,1012205461,212 E 6th St,Kinsley,KS,67547,-99.41049086,37.92300197,,1000,1000
H,KINSLEY DRUG CO INC,,19892973,,1012205417,207 E 6TH ST,KINSLEY,KS,67547,-99.4108628,37.92262283,,1000,1000
S,KINSLEY-OFFERLE ELEMENTARY PRE-K-5,77943,,2399010627,1012205399,325 S Elm,Offerle,KS,67563,-99.55575633,37.88889107,,1000,
L,KINSLEY PUBLIC LIBRARY,138039,,2399004303,1012202815,208 E. 8th Street,Kinsley,KS,67547,-99.41085184,37.92099228,,1000,
F,PRATT REGIONAL MEDICAL CENTER RHC,,,,1012202596,807 E 4TH,Kinsley,KS,67547,-99.40245106,37.92446801,,1000,1000
F,LINCOLN TOWNSHIP TROUSDALE FIRE DEPARTMENT,,,,1012202378,1948 Main ST,Haviland,KS,67059,-99.08643946,37.81611628,,1000,220
G,City of Kinsley,,,,1012202057,721 Marsh Ave,Kinsley,KS,67547,-99.41093981,37.92155672,,1000,1000
H,FRAZIER OPTOMETRY,,20101023,,1012202057,713 MARSH AVE,KINSLEY,KS,67547,-99.41093981,37.92155672,,1000,1000
F,MEDICALODGES KINSLEY,,,,1012201989,620 WINCHESTER AVE,Kinsley,KS,67547,-99.42249506,37.92182075,,1000,1000
H,MEDICALODGES KINSLEY,,175275,,1012201989,620 WINCHESTER AVENUE,KINSLEY,KS,67547,-99.42249506,37.92182075,,1000,1000
P,KINSLEY HOUSING AUTHORITY,,,,1012201799,210 W 9TH Street,Kinsley,KS,67547,-99.41461228,37.92005167,,1000,1000
P,KINSLEY PHA,,,,1012201799,210 W 9th St,Kinsley,KS,67547,-99.41461228,37.92005167,,1000,1000
S,KINSLEY JR/SR HIGH SCHOOL,77918,,2399010627,1012201389,716 N Colony,Kinsley,KS,67547,-99.41359511,37.92121031,,1000,
F,KINSLEY FIRE DEPARTMENT,,,,1012201250,510 W 9th ST,Kinsley,KS,67547,-99.41817863,37.91993156,,1000,
F,EDWARDS COUNTY SHERIFF'S OFFICE,,,,1012201113,312 Massachusetts Ave,Kinsley,KS,67547,-99.41465622,37.92541173,,1000,
G,Edwards County Courthouse,,,,1012201113,312 Massachusetts Ave,Kinsley,KS,67547,-99.414656,37.925412,,1000,
F,EDWARDS COUNTY HOSPITAL,,,,1012201007,620 W 8TH ST,Kinsley,KS,67547,-99.42017887,37.92132732,,1000,
F,EDWARDS COUNTY HOSPITAL LIFE CARE UNIT,,,,1012201007,620 W Eighth Street,Kinsley,KS,67547,-99.42017887,37.92132732,,1000,
F,MIDWAY CLINIC,,,,1012201007,620 W 8TH,Kinsley,KS,67547,-99.42017887,37.92132732,,1000,
H,EDWARDS COUNTY MEDICAL CENTER,,171317,,1012201007,620 WEST EIGHTH STREET,KINSLEY,KS,67547,-99.42017887,37.92132732,,1000,
H,EDWARDS COUNTY HOSPITAL AND HEALTHCARE CENTER,,1063577377,,1012201007,620 W 8TH ST,KINSLEY,KS,67547,-99.42017887,37.92132732,,1000,
F,OFFERLE FIRE - CITY,,,,1012200900,113 W Front St,Offerle,KS,67563,-99.5588626,37.8913227,,1000,220
F,BELPRE FIRE DEPARTMENT,,,,1012200874,510 Wheeler Ave,Belpre,KS,67519,-99.10136295,37.95046861,,1000,
F,HARVEY COUNTY FIRE DISTRICT #1,,,,1010578547,"
122 Main Street",Walton,KS,67151,-97.25658941,38.11809109,,1000,
L,WALTON COMMUNITY LIBRARY,137911,,,1010578547,122 Main,Walton,KS,67151,-97.25658941,38.11809109,,1000,
S,WALTON RURAL LIFE CENTER,77520,,2399057833,1010578347,502 Main,Walton,KS,67151,-97.26111797,38.11837602,,1000,
F,SEDGWICK FIRE DEPARTMENT,,,,1010577952,316 N Washington AVE,Sedgwick,KS,67135,-97.42278903,37.91525171,,1000,
L,LILLIAN TEAR LIBRARY,137900,,,1010577475,501 N Commercial Ave,Sedgwick,KS,67135,-97.4248402,37.91740831,,1000,1000
F,DIVERSICARE OF SEDGWICK,,,,1010577052,712 N MONROE AVE,Sedgwick,KS,67135,-97.42959577,37.92010068,,1000,1000
H,DIVERSICARE OF SEDGWICK,,175254,,1010577052,712 N MONROE AVENUE,SEDGWICK,KS,67135,-97.42959577,37.92010068,,1000,1000
S,R L WRIGHT ELEM,77506,,2399027527,1010577042,400 West 4th St.,Sedgwick,KS,67135,-97.43014587,37.91667185,,1000,
S,SEDGWICK HIGH,77507,,2399027527,1010577042,400 W 4th,Sedgwick,KS,67135,-97.43014587,37.91667185,,1000,
H,BETHEL HEALTH CARE CENTER,,175402,,1010576475,300 E 27th St,NORTH NEWTON,KS,67117,-97.34398415,38.07401869,,1000,
S,BETHEL COLLEGE-NORTH NEWTON,,,,1010576475,300 E 27th St,North Newton,KS,67117,-97.34398415,38.07401869,,1000,
F,NORTH NEWTON POLICE DEPT,,,,1010576432,2601 N Main,North Newton,KS,67117,-97.34613943,38.07316098,,1000,
F,BETHEL HEALTH CARE CENTRE,,,,1010576357,3001 IVY DR,North Newton,KS,67117,-97.34999071,38.07892746,,1000,1000
H,DILLON PHARMACY 84,,20161281,,1010575907,1216 N MAIN ST,NEWTON,KS,67114,-97.342806,38.05641021,,1000,
S,ST MARY CATHOLIC SCHOOL,17022641,,2399044745,1010575888,101 E 9TH ST,NEWTON,KS,67114,-97.34472829,38.05300097,,1000,1000
H,HARVEY DRUG LLC,,20009877,,1010575812,115 W 5TH ST,NEWTON,KS,67114,-97.34602842,38.04715038,,1000,1000
P,NEWTON HOUSING AUTHORITY,,,,1010575610,105 W 9TH Street,NEWTON,KS,67114,-97.34620644,38.05301097,,1000,1000
H,SUNFLOWER PULMONARY AND SLEEP MEDICINE LLC,,1396227211,,1010575553,1103 N MAIN ST,NEWTON,KS,67114,-97.34550137,38.05483105,,1000,1000
F,NEWTON PRESBYTERIAN MANOR,,,,1010575375,1200 E 7TH ST,Newton,KS,67114,-97.32525634,38.05174774,,1000,1000
H,NEWTON PRESBYTERIAN MANOR,,175302,,1010575375,1200 E 7TH STREET,NEWTON,KS,67114,-97.32525634,38.05174774,,1000,1000
S,SOUTH BREEZE ELEMENTARY,77485,,2399057833,1010575350,1020 Old Main,Newton,KS,67114,-97.34497325,38.03149233,,1000,
S,NEWTON BIBLE CHRISTIAN SCHOOL,77484,,,1010575306,900 OLD MAIN ST,NEWTON,KS,67114,-97.34514033,38.03276284,,1000,1000
F,PRAIRIE VIEW HOSPITAL,,,,1010574415,1901 E 1ST ST,Newton,KS,67114,-97.31210107,38.0411273,,1000,
H,PRAIRIE VIEW INC,,174016,,1010574415,1901 E FIRST STREET,NEWTON,KS,67114,-97.31210107,38.0411273,,1000,
H,HEALTH MINISTRIES CLINIC INC,,1356378236,,1010574388,215 S PINE ST,NEWTON,KS,67114,-97.34158497,38.04082265,,1000,
S,OPPORTUNITY ACADEMY,,,2399057833,1010574244,900 West Broadway,Newton,KS,67114,-97.36178993,38.05156734,,1000,
S,NORTHRIDGE ELEMENTARY,77474,,2399057833,1010573733,1900 Windsor Dr.,Newton,KS,67114,-97.34827368,38.06526271,,1000,
F,NEWTON DIALYSIS CENTER,,,,1010573556,1223 WASHINGTON RD,Newton,KS,67114,-97.33817363,38.02948851,,1000,1000
H,DAVITA RENAL TREATMENT CENTER-NEWTON,,172529,,1010573556,1223 Washington Rd.,Newton,KS,67114,-97.33817363,38.02948851,,1000,1000
